boat_speed,wind_speed,cos_attack_angle,sin_attack_angle,cos_target_angle,sin_target_angle,cos_boat_angle
5.18767,5.32892,0.8660254037844384,-0.5000000000000004,-1.8369701987210297e-16,-1.0,-0.9271838545667874
5.42657,5.61418,0.8660254037844384,-0.5000000000000004,-1.8369701987210297e-16,-1.0,-0.9396926207859084
5.32564,5.49366,0.8660254037844384,-0.5000000000000004,0.01745240643728313,-0.9998476951563913,-0.9510565162951536
5.33791,5.5083199999999986,0.8660254037844384,-0.5000000000000004,0.01745240643728313,-0.9998476951563913,-0.9563047559630354
5.22947,5.37884,0.8660254037844384,-0.5000000000000004,0.01745240643728313,-0.9998476951563913,-0.9612616959383189
4.9827,5.09823,0.8571673007021121,-0.5150380749100545,0.01745240643728313,-0.9998476951563913,-0.9659258262890683
4.82143,4.90567,0.8571673007021121,-0.5150380749100545,0.01745240643728313,-0.9998476951563913,-0.9702957262759965
4.6433,4.69298,0.8571673007021121,-0.5150380749100545,0.01745240643728313,-0.9998476951563913,-0.9743700647852352
4.44422,4.45527,0.8571673007021121,-0.5150380749100545,0.052335956242943946,-0.9986295347545738,-0.9743700647852352
4.44853,4.46042,0.8571673007021121,-0.5150380749100545,0.08715574274765789,-0.9961946980917455,-0.9781476007338056
3.99206,3.90596,0.9271838545667873,-0.37460659341591235,0.10452846326765299,-0.9945218953682734,-0.9986295347545738
3.67331,3.59409,0.9271838545667873,-0.37460659341591235,0.10452846326765299,-0.9945218953682734,-0.9975640502598242
3.6734199999999997,3.59419,0.9271838545667873,-0.37460659341591235,0.10452846326765299,-0.9945218953682734,-0.9986295347545738
2.98912,2.89557,0.9563047559630353,-0.29237170472273716,0.08715574274765789,-0.9961946980917455,-0.9998476951563913
2.59364,2.51247,0.9563047559630353,-0.29237170472273716,0.06975647374412522,-0.9975640502598243,-0.9975640502598242
2.19306,2.11161,0.9986295347545738,0.052335956242943835,0.06975647374412522,-0.9975640502598243,-0.981627183447664
2.07714,2.0,0.9986295347545738,0.052335956242943835,0.06975647374412522,-0.9975640502598243,-0.9986295347545738
2.07714,2.0,0.9986295347545738,0.052335956242943835,0.06975647374412522,-0.9975640502598243,-0.984807753012208
1.93324,2.0,0.9335804264972017,0.35836794954530027,0.06975647374412522,-0.9975640502598243,-0.9659258262890683
1.93324,2.0,0.9335804264972017,0.35836794954530027,0.06975647374412522,-0.9975640502598243,-0.5735764363510464
1.7336200000000002,2.0,0.7986355100472928,0.6018150231520483,0.08715574274765789,-0.9961946980917455,-0.7071067811865477
1.89924,2.19106,0.7986355100472928,0.6018150231520483,0.08715574274765789,-0.9961946980917455,-0.6427876096865395
2.13873,2.46736,0.7986355100472928,0.6018150231520483,0.10452846326765299,-0.9945218953682734,-0.5877852522924732
2.3479799999999997,2.75975,0.7771459614569709,0.6293203910498374,0.12186934340514768,-0.992546151641322,-0.5877852522924732
2.60726,3.0645,0.7771459614569709,0.6293203910498374,0.17364817766692997,-0.9848077530122081,-0.5591929034707466
2.8748400000000003,3.37901,0.7771459614569709,0.6293203910498374,0.24192189559966745,-0.9702957262759966,-0.544639035015027
2.92603,3.70185,0.6946583704589973,0.7193398003386511,0.3907311284892735,-0.9205048534524405,-0.6156614753256581
3.17965,4.03275,0.6946583704589973,0.7193398003386511,0.8910065241883678,-0.45399049973954697,-0.6018150231520483
3.73987,4.71595,0.7431448254773942,0.6691306063588582,0.9510565162951535,-0.3090169943749476,-0.529919264233205
3.95874,5.06772,0.7431448254773942,0.6691306063588582,0.913545457642601,-0.40673664307580015,-0.5150380749100545
4.18231,5.42703,0.7431448254773942,0.6691306063588582,0.913545457642601,-0.40673664307580015,-0.5150380749100545
4.0491,5.79196,-0.6819983600624984,0.7313537016191706,0.6819983600624986,-0.7313537016191703,-0.8571673007021122
4.25951,6.15845,-0.6819983600624984,0.7313537016191706,0.45399049973954664,-0.8910065241883679,-0.8571673007021122
4.49964,6.53029,-0.6819983600624984,0.7313537016191706,0.3255681544571563,-0.945518575599317,-0.8660254037844387
4.65329,6.9066,-0.6691306063588582,0.7431448254773942,0.2588190451025203,-0.9659258262890684,-0.8746197071393957
4.90024,7.28678,-0.6691306063588582,0.7431448254773942,0.20791169081775943,-0.9781476007338056,-0.882947592858927
4.80026,7.132860000000001,-0.6691306063588582,0.7431448254773942,0.17364817766692997,-0.9848077530122081,-0.8746197071393957
4.98325,6.9701,0.7193398003386512,0.6946583704589973,0.17364817766692997,-0.9848077530122081,-0.544639035015027
4.89576,6.828360000000001,0.7193398003386512,0.6946583704589973,0.17364817766692997,-0.9848077530122081,-0.5591929034707466
4.80406,6.67978,0.7193398003386512,0.6946583704589973,0.1908089953765451,-0.9816271834476639,-0.5877852522924732
4.69965,6.51061,0.7193398003386512,0.6946583704589973,0.1908089953765451,-0.9816271834476639,-0.5877852522924732
4.5811,6.31853,0.7193398003386512,0.6946583704589973,0.1908089953765451,-0.9816271834476639,-0.6018150231520483
4.4589300000000005,6.1206,0.7193398003386512,0.6946583704589973,0.1908089953765451,-0.9816271834476639,-0.6156614753256581
4.54202,5.9165800000000015,0.754709580222772,0.6560590289905073,0.1908089953765451,-0.9816271834476639,-0.5735764363510464
4.40839,5.70671,0.754709580222772,0.6560590289905073,0.1908089953765451,-0.9816271834476639,-0.5735764363510464
4.27188,5.4923,0.754709580222772,0.6560590289905073,0.1908089953765451,-0.9816271834476639,-0.5735764363510464
4.27883,5.50321,0.754709580222772,0.6560590289905073,0.1908089953765451,-0.9816271834476639,-0.5735764363510464
3.97966,5.03333,0.754709580222772,0.6560590289905073,0.17364817766692997,-0.9848077530122081,-0.5591929034707466
3.8272199999999996,4.7939,0.754709580222772,0.6560590289905073,0.12186934340514768,-0.992546151641322,-0.5591929034707466
3.67041,4.54761,0.754709580222772,0.6560590289905073,0.08715574274765789,-0.9961946980917455,-0.544639035015027
3.50956,4.294969999999998,0.754709580222772,0.6560590289905073,0.03489949670250128,-0.9993908270190958,-0.5150380749100545
3.59472,4.0364900000000015,0.838670567945424,0.5446390350150271,-0.017452406437283498,-0.9998476951563913,-0.3746065934159123
3.3142300000000002,3.7717699999999996,0.8191520442889918,0.573576436351046,-0.052335956242944306,-0.9986295347545738,-0.3746065934159123
3.01988,3.50605,0.7880107536067219,0.6156614753256583,-0.10452846326765336,-0.9945218953682734,-0.3746065934159123
3.11999,3.61649,0.7880107536067219,0.6156614753256583,-0.13917310096006583,-0.9902680687415703,-0.3746065934159123
3.22026,3.72898,0.7986355100472928,0.6018150231520483,-0.17364817766693033,-0.984807753012208,-0.3746065934159123
3.32096,3.84208,0.7986355100472928,0.6018150231520483,-0.22495105434386525,-0.9743700647852351,-0.3746065934159123
3.90441,3.95434,0.9563047559630354,0.29237170472273677,-0.25881904510252063,-0.9659258262890683,-0.017452406437283498
4.2159,4.0488300000000015,0.981627183447664,-0.19080899537654467,-0.2923717047227371,-0.9563047559630353,0.4383711467890774
4.2835,4.1341800000000015,0.981627183447664,-0.19080899537654467,-0.30901699437494756,-0.9510565162951535,0.4226182617406996
4.34125,4.2323699999999995,0.9702957262759965,-0.24192189559966787,-0.32556815445715664,-0.9455185755993168,0.4694715627858904
4.4166300000000005,4.32498,0.9702957262759965,-0.24192189559966787,-0.34202014332566855,-0.9396926207859084,0.45399049973954664
4.49286,4.41864,0.9702957262759965,-0.24192189559966787,-0.3583679495453007,-0.9335804264972016,0.4383711467890774
4.55419,4.5137800000000015,0.9563047559630353,-0.29237170472273716,-0.3746065934159123,-0.9271838545667873,0.4694715627858904
4.63358,4.61032,0.9563047559630353,-0.29237170472273716,-0.3907311284892738,-0.9205048534524403,0.4694715627858904
4.71477,4.70903,0.9563047559630353,-0.29237170472273716,-0.4067366430758001,-0.913545457642601,0.45399049973954664
4.77935,4.8095,0.9396926207859084,-0.3420201433256686,-0.4067366430758001,-0.913545457642601,0.4848096202463373
4.83932,4.90411,0.8660254037844384,-0.5000000000000004,-0.42261826174069916,-0.90630778703665,0.6156614753256585
4.93155,5.01424,0.8660254037844384,-0.5000000000000004,-0.4067366430758001,-0.913545457642601,0.6156614753256585
5.0183,5.1178300000000005,0.8660254037844384,-0.5000000000000004,-0.4067366430758001,-0.913545457642601,0.6018150231520479
5.0932,5.2241599999999995,0.8571673007021121,-0.5150380749100545,-0.3907311284892738,-0.9205048534524403,0.6018150231520479
5.19188,5.3266800000000005,0.8660254037844384,-0.5000000000000004,-0.3746065934159123,-0.9271838545667873,0.573576436351046
5.08231,5.21726,0.8746197071393959,-0.4848096202463369,-0.3746065934159123,-0.9271838545667873,0.5446390350150266
4.98206,5.0958,0.8746197071393959,-0.4848096202463369,-0.3583679495453007,-0.9335804264972016,0.5150380749100542
4.8838099999999995,4.96167,0.8660254037844384,-0.5000000000000004,-0.3583679495453007,-0.9335804264972016,0.5150380749100542
4.7801,4.83742,0.8660254037844384,-0.5000000000000004,-0.34202014332566855,-0.9396926207859084,0.5000000000000001
4.65057,4.6988,0.8571673007021121,-0.5150380749100545,-0.30901699437494756,-0.9510565162951535,0.4848096202463373
4.53279,4.55817,0.8571673007021121,-0.5150380749100545,-0.2923717047227371,-0.9563047559630353,0.4694715627858904
4.35628,4.408930000000002,0.8290375725550418,-0.5591929034707466,-0.25881904510252063,-0.9659258262890683,0.4694715627858904
4.2441,4.27498,0.8290375725550418,-0.5591929034707466,-0.22495105434386525,-0.9743700647852351,0.4383711467890774
4.12602,4.13399,0.8290375725550418,-0.5591929034707466,-0.1908089953765446,-0.981627183447664,0.40673664307579976
3.93564,3.99023,0.7986355100472928,-0.6018150231520483,-0.15643446504023104,-0.9876883405951377,0.40673664307579976
3.80415,3.85691,0.7986355100472928,-0.6018150231520483,-0.10452846326765336,-0.9945218953682734,0.37460659341591196
3.65176,3.72861,0.788010753606722,-0.6156614753256582,-0.052335956242944306,-0.9986295347545738,0.342020143325669
3.53056,3.60485,0.788010753606722,-0.6156614753256582,-1.8369701987210297e-16,-1.0,0.2756373558169994
3.3372,3.48831,0.7547095802227719,-0.6560590289905074,0.052335956242943946,-0.9986295347545738,0.2588190451025203
3.23975,3.38645,0.7547095802227719,-0.6560590289905074,0.10452846326765299,-0.9945218953682734,0.1908089953765451
3.15448,3.29732,0.7547095802227719,-0.6560590289905074,0.13917310096006547,-0.9902680687415704,0.10452846326765299
3.04898,3.22423,0.7431448254773942,-0.6691306063588581,0.13917310096006547,-0.9902680687415704,0.03489949670250128
3.00188,3.17442,0.7431448254773942,-0.6691306063588581,0.052335956242943946,-0.9986295347545738,-0.052335956242944306
2.9851799999999997,3.15676,0.7431448254773942,-0.6691306063588581,-0.052335956242944306,-0.9986295347545738,-0.08715574274765825
2.9732,3.1440900000000003,0.7431448254773942,-0.6691306063588581,-0.1908089953765446,-0.981627183447664,-0.13917310096006583
2.9697,3.14039,0.7431448254773942,-0.6691306063588581,-0.34202014332566855,-0.9396926207859084,-0.1908089953765446
2.97386,3.14478,0.7431448254773942,-0.6691306063588581,-0.48480962024633684,-0.874619707139396,-0.22495105434386525
2.98367,3.15516,0.7431448254773942,-0.6691306063588581,-0.6156614753256581,-0.7880107536067221,-0.2756373558169989
2.8954,3.17288,0.7071067811865474,-0.7071067811865477,-0.7313537016191706,-0.6819983600624984,-0.25881904510252063
2.91831,3.19798,0.7071067811865474,-0.7071067811865477,-0.8090169943749476,-0.587785252292473,-0.30901699437494756
2.94718,3.22961,0.7071067811865474,-0.7071067811865477,-0.8660254037844386,-0.5000000000000001,-0.3583679495453007
2.9637700000000002,3.26912,-0.7071067811865477,-0.7071067811865475,-0.8829475928589269,-0.46947156278589086,0.9205048534524403
3.0281,3.3400800000000004,-0.7071067811865477,-0.7071067811865475,-0.8746197071393959,-0.48480962024633695,0.90630778703665
3.10363,3.42339,-0.7071067811865477,-0.7071067811865475,-0.8746197071393959,-0.48480962024633695,0.8910065241883678
3.3207,3.5323800000000003,-0.7431448254773942,-0.6691306063588582,-0.8746197071393959,-0.48480962024633695,0.8987940462991668
3.4049300000000002,3.62198,-0.7431448254773942,-0.6691306063588582,-0.8660254037844386,-0.5000000000000001,0.8829475928589269
3.51135,3.73518,-0.7431448254773942,-0.6691306063588582,-0.8660254037844386,-0.5000000000000001,0.8746197071393959
3.62626,3.85742,-0.7431448254773942,-0.6691306063588582,-0.8660254037844386,-0.5000000000000001,0.8660254037844384
3.74943,3.98844,-0.7431448254773942,-0.6691306063588582,-0.8660254037844386,-0.5000000000000001,0.848048096156426
3.8404,4.1500900000000005,-0.7193398003386511,-0.6946583704589974,-0.8746197071393959,-0.48480962024633695,0.8290375725550418
3.95296,4.27531,-0.7193398003386511,-0.6946583704589974,-0.8829475928589269,-0.46947156278589086,0.8191520442889916
4.01267,4.34173,-0.7193398003386511,-0.6946583704589974,-0.8910065241883679,-0.4539904997395467,0.8290375725550418
4.07048,4.40604,-0.7193398003386511,-0.6946583704589974,-0.8987940462991669,-0.43837114678907746,0.838670567945424
7.67317,9.45885,-0.8746197071393959,-0.48480962024633695,-0.7986355100472928,-0.6018150231520484,-0.8290375725550418
7.815739999999999,9.62001,-0.8571673007021123,-0.5150380749100542,-0.788010753606722,-0.6156614753256582,-0.8290375725550418
7.8155199999999985,9.61939,-0.8571673007021123,-0.5150380749100542,-0.7771459614569708,-0.6293203910498376,-0.8290375725550418
7.8423,9.69311,-0.8571673007021123,-0.5150380749100542,-0.766044443118978,-0.6427876096865393,-0.8191520442889918
7.86759,9.76273,-0.8571673007021123,-0.5150380749100542,-0.7547095802227721,-0.656059028990507,-0.8090169943749476
7.88607,9.89144,-0.8660254037844386,-0.5000000000000001,-0.7431448254773942,-0.6691306063588582,-0.788010753606722
7.90993,9.95947,-0.8660254037844386,-0.5000000000000001,-0.7313537016191706,-0.6819983600624984,-0.788010753606722
7.954639999999999,10.00596,-0.8571673007021123,-0.5150380749100542,-0.7193398003386511,-0.6946583704589974,-0.788010753606722
7.962560000000001,10.05715,-0.8480480961564261,-0.5299192642332048,-0.7071067811865477,-0.7071067811865475,-0.788010753606722
7.95005,9.98995,-0.8480480961564261,-0.5299192642332048,-0.7071067811865477,-0.7071067811865475,-0.788010753606722
7.9131899999999975,9.89495,-0.838670567945424,-0.5446390350150271,-0.6946583704589973,-0.7193398003386512,-0.788010753606722
7.88324,9.8131,-0.8480480961564261,-0.5299192642332048,-0.6691306063588581,-0.7431448254773944,-0.766044443118978
7.86465,9.76385,-0.8480480961564261,-0.5299192642332048,-0.6560590289905073,-0.754709580222772,-0.7547095802227721
7.8288,9.67661,-0.838670567945424,-0.5446390350150271,-0.6427876096865395,-0.7660444431189779,-0.7547095802227721
7.8010699999999975,9.61389,-0.8290375725550418,-0.5591929034707467,-0.6293203910498378,-0.7771459614569706,-0.7547095802227721
7.7648199999999985,9.55622,-0.8191520442889918,-0.5735764363510462,-0.6156614753256581,-0.7880107536067221,-0.7547095802227721
7.7572199999999984,9.50301,-0.8290375725550418,-0.5591929034707467,-0.6018150231520483,-0.7986355100472928,-0.7313537016191706
7.74938,9.48319,-0.8290375725550418,-0.5591929034707467,-0.5735764363510464,-0.8191520442889916,-0.7193398003386511
7.7317,9.4385,-0.8290375725550418,-0.5591929034707467,-0.544639035015027,-0.838670567945424,-0.7071067811865477
7.70741,9.3771,-0.8290375725550418,-0.5591929034707467,-0.529919264233205,-0.848048096156426,-0.6946583704589973
7.651219999999999,9.35567,-0.8090169943749476,-0.587785252292473,-0.5150380749100545,-0.8571673007021121,-0.7071067811865477
7.60542,9.31705,-0.7986355100472928,-0.6018150231520484,-0.5000000000000004,-0.8660254037844384,-0.7071067811865477
7.56145,9.28346,-0.788010753606722,-0.6156614753256582,-0.48480962024633684,-0.874619707139396,-0.6946583704589973
7.49885,9.20541,-0.7771459614569708,-0.6293203910498376,-0.4539904997395469,-0.8910065241883678,-0.6819983600624986
7.50137,9.21148,-0.7771459614569708,-0.6293203910498376,-0.42261826174069916,-0.90630778703665,-0.6691306063588581
7.468669999999999,9.13261,-0.7771459614569708,-0.6293203910498376,-0.4067366430758001,-0.913545457642601,-0.6691306063588581
7.4665,9.12738,-0.7771459614569708,-0.6293203910498376,-0.3907311284892738,-0.9205048534524403,-0.6560590289905073
7.451689999999997,9.09167,-0.7771459614569708,-0.6293203910498376,-0.3583679495453007,-0.9335804264972016,-0.6293203910498378
7.3814899999999986,9.01421,-0.766044443118978,-0.6427876096865393,-0.34202014332566855,-0.9396926207859084,-0.6293203910498378
7.25007,8.92207,-0.7431448254773942,-0.6691306063588582,-0.32556815445715664,-0.9455185755993168,-0.6427876096865395
7.250610000000001,8.92334,-0.7431448254773942,-0.6691306063588582,-0.30901699437494756,-0.9510565162951535,-0.6293203910498378
7.28464,8.893939999999997,-0.7547095802227721,-0.656059028990507,-0.2923717047227371,-0.9563047559630353,-0.6018150231520483
7.26525,8.847999999999997,-0.7547095802227721,-0.656059028990507,-0.25881904510252063,-0.9659258262890683,-0.6018150231520483
7.31465,8.85435,-0.766044443118978,-0.6427876096865393,-0.24192189559966779,-0.9702957262759965,-0.5591929034707466
7.31345,8.851469999999997,-0.766044443118978,-0.6427876096865393,-0.24192189559966779,-0.9702957262759965,-0.544639035015027
7.256410000000002,8.827060000000003,-0.7547095802227721,-0.656059028990507,-0.22495105434386525,-0.9743700647852351,-0.544639035015027
7.2774899999999985,8.87701,-0.7547095802227721,-0.656059028990507,-0.2079116908177598,-0.9781476007338056,-0.529919264233205
7.1665300000000025,8.83584,-0.7313537016191706,-0.6819983600624984,-0.1908089953765446,-0.981627183447664,-0.544639035015027
7.1424,8.779760000000001,-0.7313537016191706,-0.6819983600624984,-0.17364817766693033,-0.984807753012208,-0.544639035015027
7.1135600000000005,8.7127,-0.7313537016191706,-0.6819983600624984,-0.15643446504023104,-0.9876883405951377,-0.529919264233205
7.08025,8.63528,-0.7313537016191706,-0.6819983600624984,-0.15643446504023104,-0.9876883405951377,-0.5150380749100545
6.96137,8.471110000000001,-0.7193398003386511,-0.6946583704589974,-0.13917310096006583,-0.9902680687415703,-0.529919264233205
