boat_speed,wind_speed,angle_of_attack,target_angle,boat_angle
9.88188,20.23711,94.99323000000001,353.2234881262234,116.7635
9.88188,20.23711,94.99323,251.16731980800904,116.7635
9.87316,20.15354,94.99323000000001,360.0,117.14233999999999
9.87316,20.15354,94.99323,360.0,117.14234
9.87316,20.15354,94.99323000000001,251.34124717385242,117.14233999999999
9.87837,20.20349,94.99323,251.06411112357586,116.95583
9.86987,20.12193,94.99323000000001,251.22816499814888,117.36263000000001
9.87504,20.17155,94.99323,250.92995349001225,117.18744
9.86684,20.09289,94.99323000000001,251.08486093568345,117.62093
9.87202,20.14261,94.99323,250.76675066420952,117.45626
9.86422,20.06775,94.99323000000001,250.9132062539541,117.91495
9.86946,20.11802,94.99323,250.57612900141282,117.75986
9.86214,20.047829999999998,94.99323000000001,250.71627323181545,118.24213
9.86748,20.09905,94.99323,250.35979006375047,118.09592
9.86079,20.03484,94.99323000000001,250.49182489221766,118.59881000000001
9.86623,20.087,94.99323,250.12045016301812,118.46175
9.86015,20.02875,94.99323000000001,250.2455168196959,118.98567
9.86578,20.0827,94.99323,249.83002014250104,118.85507
9.85552,19.98475,94.99323000000001,249.92199100409653,119.43483
9.85643,19.99323,94.99323,249.83118812170986,119.34644
9.84721,19.90692,94.99323000000001,249.83118812170986,119.90015
9.84829,19.91707,94.99323,249.83118812170986,119.80225
9.84027,19.84204,94.99323000000001,249.83118812170986,120.33006
9.9525,19.78828,97.99323,251.24939609974209,117.73406
9.95261,19.789260000000002,97.99323000000001,251.3557507260832,117.72507
9.95401,19.80179,97.99323,251.02122914336144,117.60495
9.94797,19.747729999999997,97.99323000000001,251.13238971982616,118.07695
9.94947,19.76114,97.99323,250.93922535811058,117.94905
9.92993,19.58606,97.99323000000001,251.04340011549183,118.2289
9.93119,19.59733,97.99323,250.83103026379345,118.10837
9.91164,19.42221,97.99323000000001,250.83103026379345,118.41214
9.49833,21.07363,86.80511,249.03529252566742,116.77526
9.48832,20.87481,86.80511,249.1830226724176,117.50035
9.48753,20.85923,86.80511,248.61967256111146,117.40345
9.47825,20.67492,86.80511,248.77815342688325,118.16821999999999
9.47784,20.66678,86.80511,248.18766375652456,118.05865
9.469389999999999,20.49895,86.80511,248.35879962556805,118.85938
9.46935,20.49821,86.80511,252.39986886131453,118.73589
9.75636,20.29028,92.36153,360.0,119.5143
9.75636,20.29028,92.36153,248.93196015943332,119.5143
9.748489999999999,20.34862,92.10252,360.0,119.5143
9.74849,20.34862,92.10252,248.979948171945,119.5143
9.75283,20.26776,92.33026,90.0,119.5143
9.75283,20.26776,92.33026,249.02650157780454,119.5143
9.745519999999999,20.32317,92.08691,90.0,119.5143
9.74552,20.32317,92.08691,249.0722359201621,119.5143
9.75122,20.239620000000002,92.3474,180.0,119.5143
9.75122,20.23962,92.3474,180.0,119.5143
9.75122,20.239620000000002,92.3474,249.19883522656846,119.5143
9.75151,20.20737,92.41075,249.11859255957543,119.5143
9.74917,20.22682,92.32863,360.0,119.5143
9.74917,20.22682,92.32863,360.0,119.5143
9.74917,20.22682,92.32863,249.20552200360595,119.5143
9.74469,20.26373,92.17323,249.2466769231211,119.5143
9.75314,20.17748,92.49764,90.0,119.5143
9.75314,20.17748,92.49764,90.0,119.5143
9.75314,20.17748,92.49764,249.2864669957832,119.5143
9.7476,20.22655,92.29736,360.0,119.5143
9.7476,20.22655,92.29736,249.3256305780874,119.5143
9.75734,20.14073,92.65032,90.0,119.5143
9.75734,20.140729999999998,92.65032,90.0,119.5143
9.75734,20.14073,92.65032,249.36341786146198,119.5143
9.75238,20.18879,92.46181999999999,180.0,119.5143
9.75238,20.18879,92.46182,249.40055190431,119.5143
9.76341,20.10439,92.84196999999999,353.28884043507446,119.5143
9.76341,20.10439,92.84197,353.28884043507446,119.5143
9.76341,20.10439,92.84196999999999,249.4364626977744,119.5143
9.75903,20.15188,92.66442,249.47155617654386,119.5143
9.77133,20.069860000000002,93.07035,249.50550588710632,119.5143
9.76754,20.11723,92.90291,249.5387449949432,119.5143
9.78112,20.03847,93.33331,249.5707435782058,119.5143
9.77792,20.086170000000006,93.17509,249.60215314009918,119.5143
9.792769999999999,20.01156,93.62844,249.63225355621586,119.5143
9.79017,20.06004,93.47859,249.66175886721027,119.5143
9.80626,19.990460000000002,93.95328,249.6913672573719,119.5143
9.80431,20.0401,93.81103,249.71665029474119,119.5143
9.821660000000001,19.97681,94.3042,249.74518208584817,119.5143
9.82039,20.02764,94.16984,249.7711181924561,119.5143
9.8391,19.97094,94.68115,249.79597749181875,119.5143
9.83842,20.02464,94.55064,249.8201046934496,119.5143
9.85795,19.97549,95.07798000000001,249.84309297361256,119.5143
9.85631,19.99926,94.97733,249.8652654229586,119.5143
9.86913,19.91175,95.53376999999999,249.88641125777286,119.5143
9.86626,19.92122,95.43539,249.90682802399704,119.5143
9.878910000000001,19.84473,95.96538000000001,249.92615853828042,119.5143
9.87582,19.85554,95.85738,249.9447725675013,119.5143
9.8885,19.7897,96.36121999999999,249.96223719493923,119.5143
9.8852,19.80158,96.24426,249.97906754566884,119.5143
9.8979,19.74584,96.72254000000001,249.99481842304897,119.5143
9.89437,19.7585,96.59739,250.01988901562527,119.5143
9.88428,19.585060000000002,96.82519,250.02441722294327,119.5143
9.88196,19.59187,96.74649,250.03731421654743,119.5143
9.874189999999999,19.41349,97.05103000000001,250.03731421654743,119.5143
9.529,20.87524,87.47775,255.84231029068988,116.9666
9.54157,20.86134,87.69873,255.84231029068988,116.6591
9.57554,20.67115,88.45721999999998,255.84231029068988,116.6591
9.57353,20.668860000000002,88.4255,255.84231029068988,116.6591
9.60431,20.49126,89.14896999999998,255.84231029068988,116.6591
9.602219999999999,20.49109,89.113,255.84231029068988,116.6591
9.63404,20.33773,89.8556,255.84231029068988,116.6591
9.78768,20.28911,92.99252,270.0,118.9054
9.78768,20.28911,92.99252,249.45755510245488,118.9054
9.78209,20.3315,92.80322,249.34077960517124,118.9054
9.78593,20.2511,93.02757,360.0,118.9054
9.78593,20.2511,93.02757,249.4549102339771,118.9054
9.78394,20.26673,92.95848,249.5466632008157,118.9054
9.77875,20.30699,92.78076999999999,249.4333701383728,118.9054
9.78394,20.22397,93.03789,249.54344054599412,118.9054
9.7821,20.23892,92.97292,186.6492413814027,118.9054
9.7821,20.23892,92.97292,186.6492413814027,118.9054
9.7821,20.23892,92.97292,249.69150428822854,118.9054
9.78386,20.19283,93.09446,249.6279028203384,118.9054
9.78218,20.20721,93.03344,180.0,118.9054
9.78218,20.20721,93.03344,180.0,118.9054
9.78218,20.20721,93.03344,249.77027750889656,118.9054
9.78568,20.15914,93.19512,249.7083560721809,118.9054
9.78416,20.17309,93.13774000000001,360.0,118.9054
9.78416,20.17309,93.13774,360.0,118.9054
9.78416,20.17309,93.13774000000001,249.7895729928209,118.9054
9.78022,20.20914,92.99007,249.68668402001168,118.9054
9.78939,20.1244,93.33757,249.78491716384383,118.9054
9.78804,20.13806,93.28355,180.0,118.9054
9.788039999999999,20.13806,93.28355,180.0,118.9054
9.78804,20.13806,93.28355,249.86267745545916,118.9054
9.78452,20.173389999999998,93.14456,249.7633312788741,118.9054
9.795,20.09005,93.51955,249.85764502303797,118.9054
9.79381,20.10355,93.46866999999999,360.0,118.9054
9.79381,20.10355,93.46867,360.0,118.9054
9.79381,20.10355,93.46866999999999,249.9320569150209,118.9054
9.79072,20.13849,93.33773,249.9676436669784,118.9054
9.80148,20.07098,93.69077,249.99766517871703,118.9054
9.79883,20.10585,93.5673,250.03124552297737,118.9054
9.811060000000001,20.04168,93.9477,250.0595904351273,118.9054
9.80884,20.07682,93.83106,250.0913707351777,118.9054
9.822560000000001,20.017039999999998,94.23698,250.11789509467087,118.9054
9.82078,20.05276,94.12649,250.14779562960086,118.9054
9.83601,19.99834,94.55615,250.17397012941657,118.9054
9.83468,20.03495,94.45128,250.19966108420516,118.9054
9.851410000000001,19.98684,94.90273,250.22396031553023,118.9054
9.85056,20.02467,94.8028,250.25005120448085,118.9054
9.8666,19.98398,95.2736,250.271700058652,118.9054
9.86703,20.02319,95.17843,250.295995806768,118.9054
9.88287,19.99831,95.64505,250.31595595265674,118.9054
9.88142,20.00219,95.5978,250.3383323240222,118.9054
9.89308,19.91743,96.12453000000001,250.3566363030284,118.9054
9.89094,19.92395,96.05245,250.3772513844692,118.9054
9.90259,19.85057,96.55015,250.39469418162795,118.9054
9.899,19.86194,96.42772,250.412117504996,118.9054
9.91192,19.79561,96.94041999999999,250.42776712441602,118.9054
9.90947,19.80388,96.85498,250.44482019522425,118.9054
9.92107,19.751739999999998,97.29644,250.45828932493282,118.9054
9.91846,19.76057,97.20509,250.47266346443024,118.9054
9.90868,19.58474,97.4519,250.48510199132286,118.9054
9.90615,19.592,97.36647,250.49833478850948,118.9054
9.89717,19.41583,97.63795999999999,250.49833478850948,118.9054
9.69398,21.06664,89.97628,251.68558900146576,113.59781
9.67962,20.869529999999997,89.97628,251.83612085196185,114.31268
9.71761,20.67235,90.97628,252.07765189984002,113.96855
9.71757,20.671860000000002,90.97628,252.22467129504463,113.96127
9.71693,20.66377,90.97628,251.64848624692002,113.84193
9.70393,20.49946,90.97628,251.8077481710017,114.62608999999999
9.7039,20.49913,90.97628,256.36841041786005,114.49297
9.89986,20.4178,94.97628,186.51914324581142,116.28775
9.89986,20.4178,94.97628,251.37864587715458,116.28775
9.90514,20.503220000000002,94.90557,251.12931398961445,115.98413000000001
9.89245,20.38088,94.90557,90.0,116.39704
9.89245,20.380879999999998,94.90557,251.30502301071343,116.39703999999999
9.89416,20.39735,94.90557,251.5403886256006,116.32556
9.89857,20.43985,94.90557,251.20481675067,116.14142
9.88982,20.35552,94.90557,251.37336844294566,116.40943
9.89146,20.3713,94.90557,180.0,116.34213000000001
9.89146,20.3713,94.90557,180.0,116.34213
9.89146,20.3713,94.90557,251.6109222204284,116.34213000000001
9.88675,20.32584,94.90557,251.40194861431044,116.46972
9.88832,20.34102,94.90557,360.0,116.4065
9.88832,20.34102,94.90557,360.0,116.4065
9.88832,20.34102,94.90557,251.37155961564167,116.4065
9.83705,20.2931,93.97628,250.67948121554787,117.50609
9.83847,20.3076,93.97628,360.0,117.44766000000001
9.83847,20.3076,93.97628,360.0,117.44766
9.83847,20.3076,93.97628,250.93824661254533,117.44766000000001
9.88252,20.2513,94.97628,251.24955405738757,116.68759
9.88317,20.25753,94.97628,251.3979730237068,116.66333
9.88467,20.27192,94.97628,90.0,116.60743
9.88467,20.27192,94.97628,90.0,116.60743000000001
9.88467,20.27192,94.97628,251.5888977428727,116.60743
9.88855,20.3092,94.97628,251.17648567937385,116.46341000000001
9.87961,20.22336,94.97628,251.31861617083703,116.85581
9.88108,20.23753,94.97628,360.0,116.80331000000001
9.88108,20.23753,94.97628,360.0,116.80331
9.88108,20.23753,94.97628,251.499966650889,116.80331000000001
9.88491,20.27427,94.97628,251.24258795104905,116.66802
9.87764,20.20449,94.97628,251.3789706612928,117.03935
9.88144,20.241,94.97628,251.0985513548843,116.91228
9.87448,20.1741,94.97628,251.22755808568317,117.31362
9.87829,20.21069,94.97628,250.92549234706814,117.19418
9.87173,20.14771,94.97628,251.04759284605882,117.62373999999998
9.87558,20.18471,94.97628,250.724933886617,117.51128
9.869530000000001,20.12665,94.97628,250.84224500593456,117.96728999999999
9.87346,20.16436,94.97628,250.49809816379718,117.8613
9.868030000000001,20.11222,94.97628,250.60905464764198,118.34173999999999
9.87207,20.15099,94.97628,250.22541183102626,118.24154
9.86411,20.07455,94.97628,250.29852747923007,118.77941000000001
9.86464,20.07963,94.97628,249.90251748058785,118.72256000000002
9.85483,19.985879999999998,94.97628,249.98108621206538,119.27356999999999
9.85551,19.99225,94.97628,249.60438851920517,119.20926
9.8468,19.91066,94.97628,249.68792390903684,119.73155
9.8476,19.91814,94.97628,249.3304688404927,119.66021
9.840119999999999,19.84816,94.97628,249.4184804919997,120.15393999999999
9.84103,19.85671,94.97628,249.0798199911227,120.07616000000002
9.834760000000001,19.79799,94.97628,249.21959533444542,120.54186000000001
9.86942,19.75322,95.97628,249.61571772034767,119.94608
9.87004,19.75895,95.97628,249.7748517869829,119.89582
9.89116,19.59408,96.97628,250.28562292230083,119.10671
9.891689999999999,19.59891,96.97628,250.3730718033664,119.05876
9.89259,19.60708,96.97628,250.1751411664756,118.97307
9.87383,19.43659,96.97628,250.1751411664756,119.2501
9.51766,20.86821,87.29649,261.98782975907733,116.9748
9.51581,20.86392,87.26955,261.98782975907733,116.9748
9.54598,20.67129,87.95612,261.98782975907733,116.9748
9.543989999999999,20.66901,87.92456999999996,261.98782975907733,116.9748
9.57506,20.49866,88.63432,261.98782975907733,116.9748
9.572989999999999,20.4985,88.59857,261.98782975907733,116.9748
9.60508,20.35257,89.32630999999998,261.98782975907733,116.9748
9.87953,20.36169,94.68798000000001,261.98782975907733,116.8426
9.87953,20.36169,94.68798,261.98782975907733,116.8426
9.87222,20.42203,94.42155,261.98782975907733,116.8426
9.87222,20.42203,94.42155,261.98782975907733,116.8426
9.87562,20.34101,94.65212,261.98782975907733,116.8426
9.87562,20.34101,94.65212,261.98782975907733,116.8426
9.868789999999999,20.39884,94.39979,261.98782975907733,116.8426
9.86879,20.39884,94.39979,261.98782975907733,116.8426
9.87352,20.31544,94.66235,261.98782975907733,116.8426
9.87352,20.31544,94.66235,261.98782975907733,116.8426
9.87352,20.31544,94.66235,261.98782975907733,116.8426
9.86723,20.37084,94.42493,261.98782975907733,116.8426
9.873339999999999,20.28568,94.71998,261.98782975907733,116.8426
9.87334,20.28568,94.71998,261.98782975907733,116.8426
9.873339999999999,20.28568,94.71998,261.98782975907733,116.8426
9.86763,20.33909,94.49663,261.98782975907733,116.8426
9.875110000000001,20.25319,94.82291,261.98782975907733,116.8426
9.87511,20.25319,94.82291,261.98782975907733,116.8426
9.875110000000001,20.25319,94.82291,261.98782975907733,116.8426
9.86998,20.30509,94.61263,261.98782975907733,116.8426
9.86998,20.30509,94.61263000000001,261.98782975907733,116.8426
9.87884,20.21942,94.96899,261.98782975907733,116.8426
9.87884,20.21942,94.96899,261.98782975907733,116.8426
9.87884,20.21942,94.96899,261.98782975907733,116.8426
9.87429,20.27029,94.77091999999999,261.98782975907733,116.8426
9.87429,20.27029,94.77092,261.98782975907733,116.8426
9.88345,20.18584,95.15597,261.98782975907733,116.8426
9.88345,20.18584,95.15597,261.98782975907733,116.8426
9.88345,20.18584,95.15597,261.98782975907733,116.8426
9.88059,20.23611,94.96932,261.98782975907733,116.8426
9.8405,20.19189,94.24785,261.98782975907733,117.8426
9.83934,20.208070000000006,94.19156,261.98782975907733,117.8426
9.853010000000001,20.127879999999998,94.63488000000001,261.98782975907733,117.8426
9.85009,20.17724,94.47292,261.98782975907733,117.8426
9.86323,20.14244,94.81358,261.98782975907733,117.8426
9.78249,20.07524,93.29046,249.33769828092582,119.8426
9.78223,20.081329999999998,93.27320999999999,249.3701649264869,119.8426
9.78007,20.13133,93.1332,249.39819145779742,119.8426
9.79883,20.065179999999998,93.64761,249.4286189178796,119.8426
9.7973,20.11643,93.51536,249.45711539218,119.8426
9.81741,20.05669,94.0488,249.48454787660668,119.8426
9.81524,20.08282,93.95101,249.51121848606425,119.8426
9.83342,19.98582,94.5298,249.53667460479457,119.8426
9.83013,19.99418,94.44278,249.56143680215752,119.8426
9.847480000000001,19.90871,94.99498,249.585048059877,119.8426
9.8439,19.91866,94.89778,249.60794044655083,119.8426
9.85753,19.8444,95.42354,249.64056748246185,119.8426
9.8528,19.86166,95.25649,249.6525172707914,119.8426
9.86708,19.7933,95.80628,249.672301526929,119.8426
9.86386,19.80558,95.6907,249.45679604981297,119.8426
9.83505,19.76144,95.07847,248.9479672451824,120.8426
9.83399,19.765320000000006,95.04082,248.96615475266617,120.8426
9.82646,19.59013,95.32826999999999,248.98336117784527,120.8426
9.82313,19.60087,95.21327,248.99957475341114,120.8426
9.81635,19.42543,95.52405999999999,248.99957475341114,120.8426
9.58463,21.06328,88.21043,250.1891514500489,115.32042
9.573269999999999,20.874879999999997,88.21043,250.3331238693221,116.08046000000002
9.57233,20.85926,88.21043,250.560142520397,115.98059
9.539639999999999,20.66838,87.85149,249.6246009762874,116.9975
9.53887,20.66749,87.83926,249.68883959671533,116.9975
9.57527,20.50059,88.63571999999998,249.75087818673543,116.9975
9.56789,20.5001,88.50858000000002,255.0810496492737,116.9975
9.872160000000001,20.35493,94.55490999999999,90.0,116.9975
9.87216,20.35493,94.55491,250.81039978374446,116.9975
9.86479,20.41564,94.28738,270.0,116.9975
9.86479,20.41564,94.28738,250.85306031833824,116.9975
9.868219999999999,20.33483,94.51702,90.0,116.9975
9.86822,20.33483,94.51702,250.89451703375698,116.9975
9.86138,20.3926,94.26536,360.0,116.9975
9.86138,20.3926,94.26536,250.9354369109417,116.9975
9.86618,20.3089,94.52871999999999,360.0,116.9975
9.86618,20.3089,94.52872,360.0,116.9975
9.86618,20.3089,94.52871999999999,250.9750915361203,116.9975
9.85988,20.36421,94.2919,251.02476073852745,116.9975
9.861310000000001,20.32276,94.40321999999999,360.0,116.9975
9.86131,20.32276,94.40322,360.0,116.9975
9.861310000000001,20.32276,94.40321999999999,251.0539444738539,116.9975
9.86004,20.33444,94.35452,251.09132732607327,116.9975
9.8676,20.24798,94.68202,360.0,116.9975
9.8676,20.24798,94.68202,360.0,116.9975
9.8676,20.24798,94.68202,251.1275239249963,116.9975
9.86244,20.29971,94.47241,360.0,116.9975
9.86244,20.29971,94.47241,251.16327646157447,116.9975
9.87135,20.21339,94.82991,180.0,116.9975
9.87135,20.21339,94.82991,180.0,116.9975
9.87135,20.21339,94.82991,251.19782176580188,116.9975
9.86678,20.264039999999998,94.63245,360.0,116.9975
9.86678,20.26404,94.63245,251.2318907945919,116.9975
9.87692,20.17884,95.01866,360.0,116.9975
9.87692,20.17884,95.01866,360.0,116.9975
9.87692,20.17884,95.01866,251.26491577353733,116.9975
9.87308,20.22885,94.83255,251.2972493004869,116.9975
9.88293,20.14573,95.24615,251.32867128524282,116.9975
9.88086,20.19553,95.0706,251.35947062489484,116.9975
9.89055,20.11536,95.51037,251.33894873853387,116.9975
9.84679,20.08632,94.59411,250.49069081880089,118.2211
9.84665,20.08904,94.58565,250.52129190061424,118.2211
9.84423,20.13896,94.43214,250.55140914292062,118.2211
9.8607,20.0666,94.92307,250.5818011804353,118.2211
9.85891,20.11764,94.77743,250.60757381565014,118.2211
9.87447,20.0514,95.28815999999999,250.6252549503748,118.2211
9.84667,20.04261,94.68387,249.90403905352002,119.2211
9.84666,20.04338,94.682,249.9315430420948,119.2211
9.84492,20.07815,94.57282,249.9582868922838,119.2211
9.86149,19.98012,95.15503000000001,249.98398920661486,119.2211
9.85895,19.98921,95.06614,250.0088651885422,119.2211
9.87163,19.90292,95.62124,250.0220445296929,119.2211
9.84223,19.83835,95.05171,249.29428141115383,120.2211
9.842189999999999,19.83853,95.05019,249.31774653312482,120.2211
9.8388,19.85069,94.9428,249.3546291431681,120.2211
9.85005,19.79585,95.36609,249.36350846298114,120.2211
9.84868,19.80129,95.31652,249.38408325920363,120.2211
9.86164,19.74762,95.7936,249.40351257349357,120.2211
9.85827,19.7614,95.6698,249.421942586874,120.2211
9.850589999999999,19.587429999999998,95.95451,249.43943184211003,120.2211
9.84728,19.59892,95.83779,249.45598430676966,120.2211
9.84035,19.42461,96.14591999999999,249.45598430676966,120.2211
9.73605,20.87298,91.02422,252.51561653582462,113.36257
9.73599,20.872220000000002,91.02422,252.6493390704389,113.35753000000001
9.73473,20.85642,91.02422,252.09306883730326,113.25239
9.72002,20.67122,91.02422,252.1812819572429,114.0108
9.70603,20.49511,91.02422,251.62444646228244,114.68535
9.70602,20.49496,91.02422,256.33101976629047,114.62643
9.706,20.49465,91.02422,256.33101976629047,114.53815
9.89541,20.353289999999998,95.02422,180.0,116.54576000000002
9.89541,20.35329,95.02422,251.40422764538204,116.54576000000002
9.90175,20.4139,95.02422,251.1392109744,116.27771000000001
9.89335,20.33359,95.02422,360.0,116.50457
9.89335,20.33359,95.02422,251.466112001376,116.50457
9.89976,20.39488,95.02422,251.51706574182785,116.23677
9.902999999999999,20.42585,95.02422,360.0,116.10181000000001
9.903,20.42585,95.02422,251.35617295474327,116.10181
9.8911,20.31214,95.02422,360.0,116.49604
9.8911,20.31214,95.02422,360.0,116.49604
9.8911,20.31214,95.02422,251.57560849334166,116.49604
9.89689,20.36744,95.02422,251.38742035009682,116.25873
9.888,20.28249,95.02422,360.0,116.55248
9.888,20.28249,95.02422,360.0,116.55248
9.888,20.28249,95.02422,251.5939971764037,116.55248
9.89358,20.33579,95.02422,251.38100682721358,116.32934
9.8846,20.25001,95.02422,90.0,116.6546
9.8846,20.25001,95.02422,90.0,116.6546
9.8846,20.25001,95.02422,251.57557174127655,116.6546
9.89001,20.30173,95.02422,360.0,116.44485
9.89001,20.30173,95.02422,251.3388114611512,116.44485
9.88105,20.21609,95.02422,360.0,116.80052
9.88105,20.216089999999998,95.02422,360.0,116.80051999999999
9.88105,20.21609,95.02422,251.5220609602551,116.80052
9.88635,20.266679999999997,95.02422,270.0,116.60337
9.88635,20.26668,95.02422,251.2624123946859,116.60337
9.87749,20.18209,95.02422,360.0,116.98835
9.87749,20.18209,95.02422,360.0,116.98835
9.87749,20.18209,95.02422,251.43530442047526,116.98835
9.88271,20.23194,95.02422,251.1536567624109,116.80312
9.87407,20.14937,95.02422,251.31687010247825,117.21602
9.87925,20.1989,95.02422,251.01417344108364,117.04198999999998
9.87092,20.119239999999998,95.02422,251.16838649535785,117.48151000000001
9.87611,20.16886,95.02422,250.84581008516582,117.31794
9.86817,20.092979999999997,95.02422,250.9916198109928,117.78265
9.87342,20.14314,95.02422,250.65020638082862,117.62861
9.865960000000001,20.0719,95.02422,250.79094658712188,118.11698999999999
9.87131,20.12302,95.02422,250.43095564496585,117.9717
9.864519999999999,20.05808,95.02422,250.5633763789346,118.47981000000001
9.87,20.1105,95.02422,250.2166053716428,118.3427
9.8669,20.080820000000006,95.02422,250.3021604183297,118.77135
9.867,20.08179,95.02422,249.8886878838101,118.75934
9.8568,19.98466,95.02422,249.98053759841827,119.3369
9.85771,19.99315,95.02422,249.58472028050903,119.24899
9.84856,19.90765,95.02422,249.68280545147843,119.80067
9.84964,19.91771,95.02422,249.30461430114948,119.70333
9.8417,19.84346,95.02422,249.43079093958718,120.22927
9.87016,19.79038,95.89266,249.71012467253425,119.76456
